assetId,authorId,name,category,publishDate,amount,price,description
141,1,Dasyurus maculatus,Digital,2024-01-12,1.4198,4844.3576,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
142,3,Macaca mulatta,Photograph,2023-11-24,2.0311,6930.1132,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
143,2,Sciurus vulgaris,Painting,2023-11-19,0.8703,2969.4636,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.
144,5,Aonyx capensis,Photograph,2023-12-30,5.9439,20280.5868,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
145,7,Varanus sp.,Painting,2023-07-02,4.0589,13848.9668,Nulla tellus. In sagittis dui vel nisl.
146,7,Hystrix indica,Painting,2023-12-30,0.4232,1443.9584,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
147,4,Zosterops pallidus,Painting,2024-01-01,8.5453,29156.5636,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
148,1,Procyon lotor,Painting,2024-02-09,5.3132,18128.6384,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
149,6,Galictis vittata,Painting,2023-04-17,5.4984,18760.5408,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
150,3,Streptopelia senegalensis,Painting,2023-10-01,5.7655,19671.886,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
151,10,Ovis dalli stonei,Photograph,2023-10-11,8.5559,29192.7308,Morbi a ipsum. Integer a nibh. In quis justo.
152,9,Eolophus roseicapillus,Photograph,2024-02-05,5.5131,18810.6972,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
153,3,Anathana ellioti,Painting,2023-04-22,0.9589,3271.7668,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
154,2,Lemur catta,Painting,2023-09-03,4.4613,15221.9556,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
155,7,Grus antigone,Painting,2023-08-22,0.2894,987.4328,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
156,4,Megaderma spasma,Photograph,2023-07-10,0.1804,615.5248,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
157,6,Castor fiber,Digital,2023-10-11,7.9688,27189.5456,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
158,1,Grus antigone,Photograph,2024-01-08,1.4665,5003.698,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
159,8,Bucephala clangula,Photograph,2024-02-03,4.6487,15861.3644,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
160,5,Ammospermophilus nelsoni,Digital,2023-07-22,8.4229,28738.9348,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
161,7,Eolophus roseicapillus,Painting,2023-10-29,1.3269,4527.3828,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
162,9,Rhea americana,Digital,2023-11-15,8.6361,29466.3732,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
163,4,Tapirus terrestris,Digital,2023-05-13,1.8758,6400.2296,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
164,5,Rhea americana,Painting,2023-03-15,0.9231,3149.6172,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
165,8,Dasypus novemcinctus,Photograph,2023-04-16,9.3528,31911.7536,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
166,6,Lamprotornis sp.,Digital,2023-07-09,4.1179,14050.2748,Pellentesque ultrices mattis odio. Donec vitae nisi.
167,9,Felis yagouaroundi,Painting,2023-12-24,9.4497,32242.3764,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
168,8,Aonyx capensis,Digital,2024-01-22,2.7567,9405.8604,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
169,3,Macropus robustus,Painting,2023-10-04,4.6582,15893.7784,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
170,2,Gyps bengalensis,Photograph,2023-09-19,4.3039,14684.9068,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
171,5,Sylvicapra grimma,Painting,2023-03-14,7.3644,25127.3328,Aenean lectus. Pellentesque eget nunc.
172,4,Phaethon aethereus,Painting,2023-03-28,5.1714,17644.8168,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
173,10,Eudyptula minor,Painting,2024-01-13,5.6857,19399.6084,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
174,1,Gorilla gorilla,Painting,2024-02-20,3.9756,13564.7472,Integer a nibh. In quis justo.
175,7,Speotyte cuniculata,Painting,2023-05-31,8.8264,30115.6768,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
176,1,unavailable,Photograph,2023-08-29,9.6218,32829.5816,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
177,4,Ciconia episcopus,Digital,2023-09-06,7.9139,27002.2268,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
178,9,Pteronura brasiliensis,Photograph,2023-04-14,5.7546,19634.6952,Morbi a ipsum. Integer a nibh. In quis justo.
179,5,Trichosurus vulpecula,Photograph,2023-09-16,7.2539,24750.3068,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
180,3,Calyptorhynchus magnificus,Photograph,2023-10-12,2.8028,9563.1536,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
181,4,Odocoilenaus virginianus,Photograph,2023-10-07,5.0785,17327.842,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
182,5,Trichechus inunguis,Photograph,2023-07-10,3.6985,12619.282,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
183,1,Alcelaphus buselaphus cokii,Painting,2024-02-05,1.5481,5282.1172,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
184,9,Ateles paniscus,Photograph,2023-04-16,5.1237,17482.0644,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
185,3,Chlidonias leucopterus,Painting,2023-10-21,2.5961,8857.8932,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
186,10,Kobus vardonii vardoni,Photograph,2023-06-16,5.7364,19572.5968,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
187,2,Chauna torquata,Digital,2023-09-04,7.5153,25642.2036,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
188,7,Ara ararauna,Painting,2024-01-21,3.5174,12001.3688,Nulla mollis molestie lorem. Quisque ut erat.
189,6,Halcyon smyrnesis,Painting,2023-07-14,2.0799,7096.6188,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
190,8,Acrantophis madagascariensis,Photograph,2023-11-30,1.0307,3516.7484,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
191,7,Rangifer tarandus,Photograph,2023-06-24,5.8044,19804.6128,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
192,10,Trichosurus vulpecula,Photograph,2023-08-05,4.5639,15572.0268,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
193,1,Varanus salvator,Painting,2023-04-26,6.5432,22325.3984,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
194,9,Pterocles gutturalis,Digital,2023-10-28,2.8221,9629.0052,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
195,4,Coendou prehensilis,Photograph,2023-10-12,5.0287,17157.9244,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
196,7,Pan troglodytes,Painting,2023-09-30,4.0499,13818.2588,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
197,1,Iguana iguana,Digital,2024-01-21,8.6018,29349.3416,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
198,9,Bucorvus leadbeateri,Photograph,2023-07-17,4.9165,16775.098,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
199,2,Antechinus flavipes,Digital,2023-03-29,7.5654,25813.1448,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
200,3,Amblyrhynchus cristatus,Painting,2023-05-21,1.0485,3577.482,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
201,10,Zosterops pallidus,Painting,2023-06-12,3.0836,10521.2432,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
202,8,Iguana iguana,Digital,2023-10-31,9.4668,32300.7216,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
203,4,Stercorarius longicausus,Photograph,2023-03-09,7.5477,25752.7524,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
204,5,Ursus americanus,Painting,2023-06-13,8.9757,30625.0884,Nullam molestie nibh in lectus. Pellentesque at nulla.
205,6,Bettongia penicillata,Digital,2023-12-13,3.7196,12691.2752,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
206,9,Mirounga leonina,Painting,2023-12-02,6.4574,22032.6488,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
207,7,Ephippiorhynchus mycteria,Painting,2023-07-04,6.0216,20545.6992,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
208,3,Eutamias minimus,Photograph,2023-06-21,7.1332,24338.4784,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
209,8,Manouria emys,Photograph,2024-01-28,7.2237,24647.2644,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
210,4,Ceryle rudis,Photograph,2023-06-27,5.5426,18911.3512,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
211,1,Papio cynocephalus,Digital,2023-03-10,1.1826,4035.0312,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
212,6,Numida meleagris,Painting,2024-01-20,2.8977,9886.9524,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
213,2,Oryx gazella,Photograph,2023-03-09,1.6655,5682.686,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
214,10,Cereopsis novaehollandiae,Photograph,2024-02-06,0.3771,1286.6652,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
215,7,Centrocercus urophasianus,Digital,2023-12-03,4.8042,16391.9304,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
216,3,Irania gutteralis,Digital,2023-06-14,9.9414,33920.0568,Nulla mollis molestie lorem. Quisque ut erat.
217,9,Tiliqua scincoides,Digital,2023-09-09,8.7393,29818.4916,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
218,5,Leipoa ocellata,Digital,2023-11-21,5.8051,19807.0012,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.
219,4,Oryx gazella,Digital,2023-03-11,3.7642,12843.4504,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
220,8,Mustela nigripes,Digital,2023-03-20,3.4274,11694.2888,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
221,3,Spermophilus parryii,Digital,2023-10-18,5.8807,20064.9484,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
222,2,Cervus elaphus,Digital,2024-01-23,1.0567,3605.4604,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
223,1,Aonyx capensis,Photograph,2024-01-13,4.9763,16979.1356,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
224,6,Snycerus caffer,Painting,2023-09-10,0.8235,2809.782,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.
225,4,Spilogale gracilis,Digital,2024-03-01,2.4866,8484.2792,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
226,9,Castor canadensis,Photograph,2023-10-13,3.8581,13163.8372,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
227,2,Callipepla gambelii,Photograph,2023-08-15,0.9023,3078.6476,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
228,5,Pycnonotus barbatus,Digital,2023-04-19,3.7654,12847.5448,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
229,1,Anastomus oscitans,Photograph,2023-04-12,3.5061,11962.8132,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
230,4,Phascogale tapoatafa,Photograph,2023-12-21,4.7573,16231.9076,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
231,8,Castor canadensis,Painting,2024-02-15,1.0301,3514.7012,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
232,6,Cygnus atratus,Digital,2023-09-19,5.9858,20423.5496,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
233,7,Ara macao,Painting,2023-03-18,9.0725,30955.37,Suspendisse potenti. In eleifend quam a odio.
234,3,Haliaeetus leucoryphus,Painting,2023-03-21,4.4761,15272.4532,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
235,10,Charadrius tricollaris,Photograph,2023-12-28,9.0479,30871.4348,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
236,2,Libellula quadrimaculata,Painting,2023-07-13,2.9004,9896.1648,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
237,9,Zonotrichia capensis,Painting,2023-07-12,7.1645,24445.274,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
238,6,unavailable,Digital,2023-04-16,0.4653,1587.6036,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
239,1,Genetta genetta,Digital,2023-10-19,5.6615,19317.038,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
240,8,Trichosurus vulpecula,Photograph,2023-09-15,5.6903,19415.3036,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
241,2,Galago crassicaudataus,Painting,2024-02-12,7.7725,26519.77,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
242,4,Phoca vitulina,Photograph,2023-08-12,4.7568,16230.2016,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
243,5,Aepyceros mylampus,Photograph,2023-11-03,4.6637,15912.5444,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
244,8,Litrocranius walleri,Digital,2023-12-29,2.1125,7207.85,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
245,1,Sagittarius serpentarius,Digital,2023-09-12,1.4018,4782.9416,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
246,7,Suricata suricatta,Painting,2023-07-18,9.6455,32910.446,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
247,10,Milvus migrans,Painting,2023-08-12,8.0056,27315.1072,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
248,9,Crocodylus niloticus,Painting,2023-09-04,2.4492,8356.6704,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt."
249,6,Mustela nigripes,Painting,2023-10-02,3.6988,12620.3056,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
250,3,Nectarinia chalybea,Digital,2023-08-25,3.1906,10886.3272,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
251,2,Diomedea irrorata,Painting,2023-08-22,8.7544,29870.0128,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
252,6,Pseudalopex gymnocercus,Digital,2023-03-18,9.5027,32423.2124,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
253,4,Chelodina longicollis,Digital,2024-01-13,2.4326,8300.0312,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
254,1,Fregata magnificans,Painting,2023-06-19,2.2722,7752.7464,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
255,10,Anas punctata,Digital,2023-04-16,2.6889,9174.5268,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
256,4,Crotalus cerastes,Digital,2023-04-01,2.7244,9295.6528,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
257,1,Cacatua tenuirostris,Photograph,2023-05-18,3.8267,13056.7004,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
258,7,Macropus rufus,Painting,2023-05-24,6.3623,21708.1676,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
259,6,unavailable,Photograph,2023-03-07,6.9591,23744.4492,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
260,3,Psophia viridis,Painting,2024-02-11,0.9404,3208.6448,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.
261,9,Felis libyca,Photograph,2023-09-10,8.1392,27770.9504,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
262,8,Milvus migrans,Digital,2023-08-16,4.8527,16557.4124,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
263,10,Varanus sp.,Painting,2024-01-13,7.3364,25031.7968,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
264,5,Genetta genetta,Digital,2023-05-05,5.9316,20238.6192,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
265,2,Butorides striatus,Digital,2023-12-04,7.2572,24761.5664,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
266,2,Marmota monax,Painting,2024-02-18,2.7271,9304.8652,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
267,9,Ramphastos tucanus,Digital,2023-09-17,1.8517,6318.0004,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
268,3,Anthropoides paradisea,Painting,2023-06-05,9.6677,32986.1924,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
269,10,Acrobates pygmaeus,Painting,2023-09-12,6.1449,20966.3988,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
270,6,Alligator mississippiensis,Painting,2024-01-29,0.8498,2899.5176,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
271,7,Raphicerus campestris,Painting,2024-02-28,1.8732,6391.3584,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl."
272,3,Macaca mulatta,Digital,2023-08-19,6.0695,20709.134,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
273,6,Felis pardalis,Photograph,2023-08-29,1.5523,5296.4476,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
274,9,Canis latrans,Photograph,2023-05-02,3.5557,12132.0484,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
275,5,Physignathus cocincinus,Digital,2023-04-16,5.5774,19030.0888,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
276,1,Heloderma horridum,Digital,2023-12-16,8.7779,29950.1948,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
277,10,Felis chaus,Painting,2023-09-09,4.3482,14836.0584,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
278,4,unavailable,Painting,2023-08-30,8.0642,27515.0504,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
